"source_serial","registration_number","brand_name","generic_name","strength","dosage_form","pack_size","shelf_life","manufacturer","manufacturer_country","marketing_authorization_holder","local_technical_representative","registration_date","expiry_date","regulatory_status","source_name","source_url"
"72","RWANDA-FDA24/HM/0180/0046","BUPICAINE PF","Bupivacaine Hydrochloride BP 5mg/ml","5mg/ml","STERILE SOLUTION FOR INJECTION","—","24","Dishman Carbogen Amcis Limited","India","THEMIS MEDICARE LIMITED","WESSEX PHARMACEUTICALS (RWANDA) Ltd","2026-03-18","2031-03-17","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"73","RWANDA-FDA25/HB/0202/0047","GINSOMIN EVE","GINSENG EXTRACT (EQ. TO DRIED GINSENG ROOTS 200 MG) and multivitamins","—","SOFTGEL CAPSULES","—","24","DALIANT TIANSHAN INDUSTRIAL CO., LTD","China","MEGA LIFESCIENCES PUBLIC COMPANY LIMITED","ABACUS PHARMA (A) Ltd","2026-03-18","2031-03-17","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"74","RWANDA-FDA25/HM/0185/0048","Tecnovula","Clomiphene Citrate (Micronized)","—","ORAL TABLET","—","36","Technopharma Egypt","Egypt","TechnoPharma Egypt","HELIOS PHARMA Ltd","2026-03-18","2031-03-17","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"75","RWANDA-FDA24/HM/0725/0029","ATSTAT 10","ATORVASTATIN CALCIUM TRIHYDRATE PH. EUR","—","Film Coated Tablets","—","24","Synthimed Labs Private Limited","India","Ind-Swift Limited","LOTUS MEDICAL GROUP Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"76","RWANDA-FDA25/HM/0538/0037","BEVAMAB 100","Bevacizumab 100 mg/4 ml","—","Solution for Intravenous Infusion","—","24","Intas Pharmaceutical Ltd.","India","Intas Pharmaceuticals Limited","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"77","RWANDA-FDA25/HM/0542/0041","BEVAMAB 400","Bevacizumab 400mg/16ml","—","IV/ INJECTION","—","24","Intas Pharmaceutical Ltd.","India","Intas Pharmaceuticals Limited","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"78","RWANDA-FDA25/HM/0292/0044","BREATH EZY 4","MONTELUKAST SODIUM","—","Chewable tablet","—","24","MSN LABORATORIES PRIVATE LIMITED","India","MSN Laboratories Private Limited","SUN ENTERPRISES LTD","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"79","RWANDA-FDA25/HM/0299/0043","BREATHEZY CW 5","MONTELUKAST SODIUM","—","Chewable Tablets","—","24","MSN Laboratories Private Ltd.","India","MSN Laboratories Private Limited","SUN ENTERPRISES LTD","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"80","RWANDA-FDA25/HM/0531/0038","EPOFIT 4000IU","Recombinant Human Erythropoietin","—","INJECTION USP","—","24","Intas Pharmaceutical Ltd.","India","Intas Pharmaceuticals Limited","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"81","RWANDA-FDA25/HM/0226/0042","Ganfort","Bimatoprost 0,3 mg and Timolol maleate equivalent to 5 mg timolol","—","Eye drops, solution","—","24","ALLERGAN PHARMACEUTICALS IRELAND","Ireland","AbbVie Pty Ltd","PRAFIN RWANDA LTD","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"82","RWANDA-FDA25/HM/0582/0040","Intamab 500","Rituximab 500mg/50 mL","—","INTRAVEOUS INFUSION","—","36","Intas Pharmaceutical Ltd.","India","Intas Pharmaceuticals Limited","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"83","RWANDA-FDA25/HM/0035/0030","Maxflow Capsule 0.4mg","TAMSULOSIN HYDROCHLORIDE USP","—","Hard Gelatin Capsules","—","24","Lee Pharma Limited","India","CCL Pharmaceuticals (Pvt.) Ltd","Depot Pharmaceutique Le Medical","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"84","RWANDA-FDA25/HM/0379/0036","Morphine Oral Solution","Morphine sulfate","—","Oral solution","—","36","Macfarlan Smith Limited","United Kingdom","Macarthys Laboratories Ltd. T/A Martindale Pharma","KIPHARMA Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"85","RWANDA-FDA23/HM/0155/0034","OMITRON SOLUTION","ONDANSETRON ORAL SOLUTION USP","—","Oral solution","—","36","CADILA PHARMACEUTICAL LTD.","India","Aura Lifecare Pvt. Ltd.","SUN ENTERPRISE Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"86","RWANDA-FDA25/HM/0163/0035","PNEUMOSIL","—","—","Suspension of injection","—","36","SERUM INSTITUTE OF INDIA PVT. LTD","India","Serum Institute of India Pvt. Ltd.","SUN ENTERPRISES LTD","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"87","RWANDA-FDA24/HM/0954/0032","SEZUMA 150","TRASTUZUMAB","—","Lyophilized powder for injection","—","36","HETERO BIOPHARMA LIMITED","India","HETERO BIOPHARMA LIMITED","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"88","RWANDA-FDA24/HM/0950/0033","SEZUMA 440","TRASTUZUMAB","—","Lyophilized powder for injection","—","36","HETERO BIOPHARMA LIMITED","India","HETERO BIOPHARMA LIMITED","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"89","RWANDA-FDA25/HM/0507/0039","Trastmab 150","TRASTUZUMAB","—","LYOPHILISATE FOR CONCENTRATE FOR SOLUTION FOR INFUSION","—","36","Intas Pharmaceutical Ltd.","India","Intas Pharmaceuticals Limited","BION PHARMA GROUP (BPG) Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"90","RWANDA-FDA25/HM/0010/0031","USOPENTIN 300","GABAPENTIN","—","Capsule","—","36","Hikal Limited","India","Usopharma Ltd","Usopharma Ltd","2026-03-14","2031-03-13","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"91","RWANDA-FDA24/HM/0666/0024","Candesartan Cilexetil 8 mg Tablets","CANDESARTAN CILEXITIL","8 mg","Tablet","—","24 Months","Chromo Laboratories Indian Private Limited.","India","Imperial Medical Solutions FZE","Surgipharm Rwanda Ltd.","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"92","RWANDA-FDA24/HM/0087/0028","Emtricitabine and Tenofovir Alafenamide Tablets 200 mg/25 mg","EMTRICITABINE AND TENOFOVIR ALAFENAMIDE","200 mg/25 mg","ORAL TABLET","30's, 90's and 180's","24 Months","Mylan Laboratories Limited","India","Mylan Laboratories Limited","PYRAMID PHARMA LIMITED","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"93","RWANDA-FDA24/HM/0228/0023","ESOMEPRAZOLE 40 MG, GASTRO-RESISTANT CAPSULE, HARD","Esomeprazole Magnesium dihydrate","40MG","Capsule","28","24 Months","CIPLA LTD","India","Ethypharm","KIPHARMA Ltd","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"94","RWANDA-FDA24/HM/0782/0025","OLMAC","Olanzapine","10mg","Film Coated Tablet","—","24 Months","MACLEODS PHARMACEUTICALS LIMITED","—","MACLEODS PHARMACEUTICALS LTD","AIVEEN (R) LTD","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"95","RWANDA-FDA23/HM/0295/0027","PIROCAM 20 CAPSULES","PIROXICAM BP","20mg","Capsules","","36 Months","APEX HEALTHCARE LIMITED.","India","Laboratory & Allied Ltd","Depot Pharmaceutique Le Medical","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"96","RWANDA-FDA24/HM/0311/0026","VENTO ASMA-250","Beclometasone dipropionate 250 mcg","—","Inhaler","1 x 200 doses","36 Months","AVIK PHARMACEUTICAL LTD.","India","Farmasino Co., Ltd.","ABACUS PHARMA (A) Ltd","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"97","RWANDA-FDA24/HM/0310/0022","VENTOCARE","Salbutamol sulfate","100mcg","AEROSOL","200 metered doses","36 Months","Supriya Lifescience Ltd.","India","Farmasino Co., Ltd.","ABACUS PHARMA (A) Ltd","2026-02-06","2031-02-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"98","RWANDA-FDA24/HM/0769/0004","5D","GLUCOSE","5% W/V","Solution for infusion.","1 x 500 ml","24 Months","WEIFANG SHENGTAI MEDECINE CO LTD","China","KAIRUKI PHARMACEUTICALS INDUSTRY LIMITED","KIPHARMA Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"99","RWANDA-FDA25/HM/0134/0017","Aarciflox-500","Ciprofloxacin USP","500 mg","Film-coated tablets,","—","36 Months","AARTI DRUGS LIMITED.","India.","PINNACLE LIFESCIENCES PVT. LTD.","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"100","RWANDA-FDA23/HM/0414/0013","ARMEZA 80/480","Artemether and Lumefantrine","80 mg / 480 mg","ORAL TABLET","—","36 Months","Vital Laboratories Pvt Ltd","India","UNIZA LIFECARE PVT. LTD.","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"101","RWANDA-FDA24/HM/0530/0011","AVIRAX","Aciclovir BP","5% w/w","Cream","—","36 Months","Great Pacific Exports Pvt. Ltd","India","S KANT HEALTHCARE LTD","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"102","RWANDA-FDA24/HM/0486/0014","BACTROKANT","Mupirocin BP","2% w/w","Ointment","—","24 Months","BILLS BIOTECH PVT. LTD","India","S KANT HEALTHCARE LTD","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"103","RWANDA-FDA25/HM/0301/0002","Bedaquiline","Bedaquiline Fumarate","100 mg","Uncoated tablet","","36 Months","MSN Labs Private Limited","India","MSN Laboratories Private Limited","SUN ENTERPRISE Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"104","RWANDA-FDA25/HM/0147/0009","","Acalabrutinib","100 mg","Film-coated tablets,","6x10 tablets","36 Months","AstraZeneca AB","Sweden","AstraZeneca UK Limited","SURGIPHARM (RWANDA) LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"105","RWANDA-FDA24/HM/0914/0001","Celebib 200","CELECOXIB","200 mg","Hard Gelatin Capsules","—","48 Months","Macleods Pharmaceuticals limited","India","MACLEODS PHARMACEUTICALS LTD","AIVEEN (R) LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"106","RWANDA-FDA23/HM/0116/0020","Diclofenac Sodium injection","DICLOFENAC SODIUM","75MG PER 3ML","Liquid for Injection","10x10's","36 Months","REYOUNG PHARMACEUTICAL CO., Ltd.","China","Reyoung Pharmaceutical Co., Ltd","SUN ENTERPRISES LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"107","RWANDA-FDA24/HM/0066/0003","Epibalin 75","Pregabalin","75mg","Capsule","1 x 10's or 3 x 10's","36 Months","MSN LABORATORIES PRIVATE LIMITED","India","MSN Laboratories Private Limited","SUN ENTERPRISES LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"108","RWANDA-FDA24/HM/0910/0016","Hydrocortisone Sodium Succinate For Injection BP 100 mg","Hydrocortisone Sodium succinate Eq.to Hydrocortisone","100 mg","Dry Powder for injection or infusion","—","36 Months","SYMBIOTEC PHARMALAB LIMITED","India","Lincoln Pharmaceuticals Limited","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"109","RWANDA-FDA25/HM/0087/0006","KAICET","Paracetamol","1% W/V","Solution for infusion.","100 ml","24 Months","Anhui BBCA Likang Pharmaceutical Co.LTD","China","KAIRUKI PHARMACEUTICALS INDUSTRY LIMITED","KIPHARMA Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"110","RWANDA-FDA24/HM/0806/0005","KAIMET","METRONIDAZOLE B.P","0.5%w/v","Solution for Infusion","1x100ml","24 Months","HUANGGANG QIHENG Sanitary Product Co., LTD","China","KAIRUKI PHARMACEUTICALS INDUSTRY LIMITED","KIPHARMA Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"111","RWANDA-FDA24/HM/0611/0018","KENIZA","Ketoconazole BP","2% w/w","Cream","—","36 Months","","India","UNIZA LIFECARE PVT. LTD.","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"112","RWANDA-FDA25/HM/0255/0010","LEVANEXT 750","LEVETIRACETAM","750 mg","Tablets","120's count","36 Months","","India","MSN Laboratories Private Limited","SUN ENTERPRISES LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"113","RWANDA-FDA25/HM/0385/0012","Lidocaine & Adrenaline Injection BP (21.33 mg + 0.0125 mg/ml)","—","Lidocaine Hydrochloride BP 21.33 mg/ml & Adrenaline Acid Tartrate Eq. to Adrenaline BP 0.0125 mg/ml","Solution for Injection.","30ml","24 Months","SWATI SPENTOSE PRIVATE LIMITED, UNIT-I","India","Lincoln Pharmaceuticals Limited","ABACUS PHARMA (A) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"114","RWANDA-FDA25/HM/0419/0019","OXALIPLATIN 5MG/ML solution for infusion","OXALIPLATIN","5 mg/ml (filling size: 100 mg/20 ml)","Concentrate for solution for infusion","1's","48 Months","HERAEUS MEDICAL GMBH","Germany","ONCOPHARM WHOLESALE","ONCOPHARM RWANDA LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"115","RWANDA-FDA25/HM/0237/0008","RABIVAX-S","Purified Rabies Antigen","1 dose of 2.5 IU","Lyophilized powder for injection","5.0ml x 5 vials in single carton","36 Months","SERUM INSTITUTE OF INDIA PRIVATE LIMITED,","India","Serum Institute of India Pvt. Ltd.","SUN ENTERPRISES LTD","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"116","RWANDA-FDA23/HM/0587/0021","Siropil","Dolutegravir, Lamivudine and Tenofovir Disoproxil Fumarate Tablets","50 mg/ 300 mg/ 300 mg","Film-Coated Tablet","—","24 Months","EMCURE PHARMACETICALS LTD/INDIA","—","Emcure Pharmaceuticals Limited","ABACUS(Ltd) DOWNTOWN BRANCH","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"117","RWANDA-FDA25/HM/0493/0015","Trastmab 440","Trastuzumab lyophilized powder for concentrate for solution for infusion","21 mg/mL","Lyophilized powder for reconstitution for injectio","20ml","36 Months","INTAS PHARMACEUTICALS LIMITED,","India","Intas Pharmaceuticals Limited","BION PHARMA GROUP (BPG) Ltd","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"118","RWANDA-FDA25/HM/0287/0007","Zapacid 30","LANSOPRAZOLE","30MG","Hard Gelatin Capsules","—","24 Months","Smilax Laboratories Ltd","India","Win-Medicare Private Limited","Surgipharm Rwanda Ltd.","2026-02-05","2031-02-04","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"119","RWANDA-FDA25/HM/0312/0045","Abacavir, Dolutegravir and Lamivudine","Abacavir, Dolutegravir and Lamivudine tablets","60/5/30 mg","Dispersible tablet","30 tablets and 90 tablets","24 Months","Laurus Labs Limited,","India","CIPLA LTD INDIA","Phillips Pharmaceuticals Rwanda","2025-12-12","2030-12-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"120","RWANDA-FDA25/HM/0051/0041","Abacavir, Dolutegravir and Lamivudine Tablets for Oral Suspension 60mg/5mg/30mg","Abacavir, Dolutegravir and Lamivudine","60mg/5mg/30mg","TABLET FOR ORAL SUSPENSION","30's; 60's; 90's; 120's and 180's","36 Months","Laurus Labs Limited,","India","Lupin Limited","AIVEEN (R) LTD","2025-12-12","2030-12-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
